# doubletapd trace v1
# travel_mm=3.5000
us,k1_mm,k2_mm
10700897,3.5000,1.5499
10701892,3.5000,1.4883
10702891,3.5000,1.4506
10703891,3.5000,1.4233
10704897,3.5000,1.3891
10705892,3.5000,1.3754
10706897,3.5000,1.3719
10707891,3.5000,1.3514
10712898,3.5000,1.3685
10713891,3.5000,1.3754
10714891,3.5000,1.4027
10715891,3.5000,1.4198
10716894,3.5000,1.4609
10717897,3.5000,1.5122
10718891,3.5000,1.5191
10719897,3.5000,1.5806
10720897,3.5000,1.6046
10721891,3.5000,1.6662
10722892,3.5000,1.7072
10723891,3.5000,1.7654
10724892,3.5000,1.8236
10725891,3.5000,1.8612
10726892,3.5000,1.9330
10727892,3.5000,2.0220
10728895,3.5000,2.1281
10729887,3.5000,2.2102
10730891,3.5000,2.3402
10731898,3.5000,2.5010
10732896,3.5000,2.6241
10733891,3.5000,2.8055
10734891,3.5000,3.0279
10735892,3.5000,3.2708
10736891,3.5000,3.4521
10737891,3.5000,3.5000
10738891,3.5000,3.4897
10742892,3.5000,3.4932
10745891,3.5000,3.4966
10746892,3.5000,3.5000
10782928,3.4966,3.5000
10783939,3.4726,3.5000
10784956,3.4247,3.5000
10785919,3.3768,3.5000
10786923,3.3187,3.5000
10787921,3.2639,3.5000
10788924,3.2092,3.5000
10789907,3.1373,3.5000
10790955,3.0655,3.5000
10791929,2.9936,3.5000
10792956,2.9423,3.5000
10793945,2.8465,3.5000
10794923,2.7644,3.5000
10795930,2.6686,3.5000
10796927,2.5762,3.5000
10797952,2.5044,3.5000
10798913,2.3915,3.5000
10799960,2.2889,3.5000
10800898,2.1862,3.5000
10801893,2.0733,3.5000
10802892,2.0015,3.5000
10803892,1.8851,3.5000
10804892,1.7791,3.5000
10805898,1.6764,3.5000
10806892,1.5841,3.5000
10807892,1.5020,3.5000
10808892,1.4233,3.5000
10809888,1.3309,3.5000
10810892,1.2590,3.5000
10811893,1.1735,3.5000
10812892,1.1290,3.5000
10813892,1.0709,3.5000
10814893,1.0127,3.5000
10815893,1.0059,3.5000
10816898,0.9717,3.5000
10817893,0.9306,3.5000
10819893,0.9203,3.5000
10823892,0.9340,3.5000
10824898,0.9580,3.5000
10825893,0.9717,3.5000
10826893,1.0024,3.5000
10827888,1.0435,3.5000
10828888,1.0880,3.5000
10829892,1.1530,3.5000
10830888,1.2077,3.5000
10831892,1.3104,3.5000
10832893,1.4096,3.5000
10833888,1.4985,3.5000
10834899,1.6354,3.5000
10835892,1.7107,3.5000
10836893,1.8407,3.5000
10837898,1.9980,3.5000
10838892,2.1657,3.5000
10839893,2.3333,3.5000
10840892,2.4428,3.5000
10841892,2.6344,3.5000
10842892,2.8157,3.5000
10843893,3.0176,3.5000
10844897,3.1544,3.5000
10845893,3.3803,3.5000
10846893,3.5000,3.5000
10887927,3.5000,3.4966
10888924,3.5000,3.4829
10889919,3.5000,3.4418
10890939,3.5000,3.3939
10891922,3.5000,3.3358
10892921,3.5000,3.2947
10893923,3.5000,3.2263
10894938,3.5000,3.1544
10895946,3.5000,3.1100
10896922,3.5000,3.0244
10897918,3.5000,2.9355
10898923,3.5000,2.8465
10899927,3.5000,2.8021
10900939,3.5000,2.6857
10901917,3.5000,2.5968
10902944,3.5000,2.5010
10903893,3.5000,2.4428
10904913,3.5000,2.3333
10905891,3.5000,2.2102
10906890,3.5000,2.1109
10907890,3.5000,2.0494
10908890,3.5000,1.9365
10909890,3.5000,1.8236
10910890,3.5000,1.7243
10911890,3.5000,1.6628
10912889,3.5000,1.5533
10913896,3.5000,1.4848
10914892,3.5000,1.4130
10915893,3.5000,1.3548
10916890,3.5000,1.3446
10917890,3.5000,1.2933
10918893,3.5000,1.2488
10919889,3.5000,1.2283
10924891,3.5000,1.2419
10925896,3.5000,1.2454
10926890,3.5000,1.2967
10927889,3.5000,1.3309
10928889,3.5000,1.3856
10929889,3.5000,1.4267
10930891,3.5000,1.5020
10931890,3.5000,1.5533
10932889,3.5000,1.6354
10933889,3.5000,1.7175
10934889,3.5000,1.7962
10935895,3.5000,1.9159
10936889,3.5000,2.0562
10937895,3.5000,2.2273
10938889,3.5000,2.3402
10939889,3.5000,2.5455
10940889,3.5000,2.7815
10941891,3.5000,3.0415
10942895,3.5000,3.2263
10943889,3.5000,3.5000
10974958,3.4932,3.5000
10975985,3.4829,3.5000
10976985,3.4247,3.5000
10978029,3.3529,3.5000
10978935,3.2981,3.5000
10979949,3.2023,3.5000
10980947,3.0860,3.5000
10981932,2.9560,3.5000
10982939,2.8568,3.5000
10983933,2.7063,3.5000
10984944,2.5386,3.5000
10985941,2.3607,3.5000
10986919,2.1828,3.5000
10987927,2.0494,3.5000
10988948,1.8441,3.5000
10989891,1.6354,3.5000
10990891,1.4267,3.5000
10991897,1.2077,3.5000
10992890,1.0674,3.5000
10993890,0.8314,3.5000
10994891,0.6124,3.5000
10995890,0.3935,3.5000
10996897,0.1540,3.5000
10997896,0.0000,3.5000
10998896,0.0000,3.5000
11038003,0.0855,3.5000
11038994,0.3216,3.5000
11039953,0.4140,3.5000
11040988,0.5714,3.5000
11041950,0.7322,3.5000
11042926,0.9135,3.5000
11043931,1.0811,3.5000
11044962,1.2933,3.5000
11045911,1.4198,3.5000
11046950,1.6388,3.5000
11047949,1.8851,3.5000
11048900,2.1281,3.5000
11049891,2.3094,3.5000
11050890,2.5728,3.5000
11051890,2.8431,3.5000
11052890,3.1237,3.5000
11053890,3.4110,3.5000
11054896,3.5000,3.5000
11089935,3.5000,3.4966
11090917,3.5000,3.4726
11091925,3.5000,3.4521
11092998,3.5000,3.4042
11093932,3.5000,3.3631
11094978,3.5000,3.3152
11095924,3.5000,3.2810
11096924,3.5000,3.2229
11097929,3.5000,3.1579
11098921,3.5000,3.1202
11099929,3.5000,3.0552
11100929,3.5000,2.9834
11101935,3.5000,2.9115
11102903,3.5000,2.8807
11103908,3.5000,2.7884
11104902,3.5000,2.7063
11105900,3.5000,2.6276
11106901,3.5000,2.5694
11107897,3.5000,2.4736
11108905,3.5000,2.3915
11109891,3.5000,2.3060
11110901,3.5000,2.2581
11111901,3.5000,2.1794
11112900,3.5000,2.1144
11113900,3.5000,2.0562
11114900,3.5000,2.0015
11115900,3.5000,1.9638
11116908,3.5000,1.9365
11117912,3.5000,1.9228
11118902,3.5000,1.8988
11119913,3.5000,1.8817
11122902,3.5000,1.8851
11123900,3.5000,1.8920
11124902,3.5000,1.9022
11125900,3.5000,1.9262
11126901,3.5000,1.9365
11127900,3.5000,1.9638
11128893,3.5000,1.9844
11129892,3.5000,2.0288
11130894,3.5000,2.0665
11131900,3.5000,2.1144
11132901,3.5000,2.1725
11133900,3.5000,2.2478
11134900,3.5000,2.2991
11135899,3.5000,2.3983
11136900,3.5000,2.5010
11137914,3.5000,2.5797
11138904,3.5000,2.7131
11139899,3.5000,2.8705
11140901,3.5000,3.0484
11141903,3.5000,3.2400
11142900,3.5000,3.3803
11143899,3.5000,3.5000
11198904,3.4966,3.5000
11199900,3.4692,3.5000
11200899,3.4453,3.5000
11201898,3.4247,3.5000
11202903,3.4042,3.5000
11203898,3.3871,3.5000
11204899,3.3666,3.5000
11205898,3.3631,3.5000
11206899,3.3563,3.5000
11210898,3.3666,3.5000
11211899,3.3734,3.5000
11212897,3.4008,3.5000
11213900,3.4350,3.5000
11214901,3.4761,3.5000
11215899,3.5000,3.5000
11272918,3.5000,3.4966
11273900,3.5000,3.4863
11274893,3.5000,3.4555
11275903,3.5000,3.4076
11276898,3.5000,3.3563
11277893,3.5000,3.2913
11278898,3.5000,3.2468
11279898,3.5000,3.1784
11280899,3.5000,3.1031
11281898,3.5000,3.0244
11282893,3.5000,2.9731
11283898,3.5000,2.8944
11284900,3.5000,2.8226
11285898,3.5000,2.7815
11286898,3.5000,2.6857
11287899,3.5000,2.6207
11288904,3.5000,2.5455
11289902,3.5000,2.4839
11290899,3.5000,2.4462
11291902,3.5000,2.3915
11292899,3.5000,2.3607
11293900,3.5000,2.3231
11294899,3.5000,2.2889
11295900,3.5000,2.2683
11296899,3.5000,2.2581
11297900,3.5000,2.2410
11298899,3.5000,2.2204
11299900,3.5000,2.2102
11301900,3.5000,2.1999
11305900,3.5000,2.2033
11306899,3.5000,2.2136
11307896,3.5000,2.2410
11308898,3.5000,2.2752
11309901,3.5000,2.3231
11310908,3.5000,2.3847
11311919,3.5000,2.4428
11312908,3.5000,2.5147
11313900,3.5000,2.6036
11314899,3.5000,2.6720
11315900,3.5000,2.7815
11316903,3.5000,2.9047
11317904,3.5000,3.0450
11318899,3.5000,3.1544
11319901,3.5000,3.3324
11320899,3.5000,3.5000
11366907,3.4863,3.5000
11367901,3.4624,3.5000
11368908,3.4316,3.5000
11369908,3.3734,3.5000
11370897,3.3187,3.5000
11371901,3.2502,3.5000
11372901,3.1852,3.5000
11373901,3.1237,3.5000
11374903,3.0450,3.5000
11375900,2.9629,3.5000
11376896,2.8773,3.5000
11377900,2.8089,3.5000
11378903,2.7405,3.5000
11379901,2.6584,3.5000
11380901,2.5762,3.5000
11381900,2.5044,3.5000
11382901,2.4531,3.5000
11383900,2.3881,3.5000
11384901,2.3299,3.5000
11385900,2.2786,3.5000
11386901,2.2410,3.5000
11387900,2.2204,3.5000
11388901,2.1965,3.5000
11389900,2.1896,3.5000
11390903,2.1794,3.5000
11396905,2.1862,3.5000
11397903,2.2239,3.5000
11398901,2.2410,3.5000
11399901,2.2889,3.5000
11400901,2.3265,3.5000
11401901,2.3641,3.5000
11402900,2.4257,3.5000
11403901,2.4873,3.5000
11404901,2.5694,3.5000
11405902,2.6241,3.5000
11406896,2.7234,3.5000
11407909,2.8226,3.5000
11408901,2.9321,3.5000
11409905,3.0655,3.5000
11410896,3.1476,3.5000
11411901,3.2845,3.5000
11412901,3.4316,3.5000
11413901,3.5000,3.5000
11457923,3.5000,3.4966
11458908,3.5000,3.4863
11459901,3.5000,3.4555
11460903,3.5000,3.4179
11461911,3.5000,3.3734
11462897,3.5000,3.3426
11463901,3.5000,3.2947
11464902,3.5000,3.2434
11465906,3.5000,3.2126
11466902,3.5000,3.1373
11467902,3.5000,3.0792
11468902,3.5000,3.0142
11469902,3.5000,2.9765
11470902,3.5000,2.8944
11471901,3.5000,2.8226
11472904,3.5000,2.7576
11473900,3.5000,2.7131
11474900,3.5000,2.6378
11475899,3.5000,2.5694
11476899,3.5000,2.5112
11477900,3.5000,2.4770
11478900,3.5000,2.3983
11479900,3.5000,2.3402
11480899,3.5000,2.2991
11481900,3.5000,2.2546
11482899,3.5000,2.2341
11483899,3.5000,2.1896
11484899,3.5000,2.1588
11485900,3.5000,2.1144
11486900,3.5000,2.0938
11487899,3.5000,2.0699
11488900,3.5000,2.0494
11489895,3.5000,2.0254
11490900,3.5000,2.0049
11491900,3.5000,1.9980
11492900,3.5000,1.9844
11495900,3.5000,1.9809
11499900,3.5000,1.9878
11500900,3.5000,1.9980
11501900,3.5000,2.0152
11502900,3.5000,2.0391
11503900,3.5000,2.0836
11504900,3.5000,2.1246
11505901,3.5000,2.1965
11506900,3.5000,2.2375
11507900,3.5000,2.3196
11508900,3.5000,2.4086
11509896,3.5000,2.5078
11510900,3.5000,2.5660
11511905,3.5000,2.6789
11512897,3.5000,2.7986
11513900,3.5000,2.8910
11514900,3.5000,3.0176
11515900,3.5000,3.1716
11516900,3.5000,3.3392
11517900,3.5000,3.4624
11518900,3.5000,3.5000
11561904,3.4966,3.5000
11562901,3.4555,3.5000
11563905,3.4042,3.5000
11564900,3.3426,3.5000
11565902,3.2776,3.5000
11566902,3.2160,3.5000
11567902,3.1373,3.5000
11568899,3.0381,3.5000
11569902,2.9355,3.5000
11570903,2.8397,3.5000
11571902,2.7576,3.5000
11572902,2.6481,3.5000
11573902,2.5352,3.5000
11574902,2.4257,3.5000
11575902,2.3470,3.5000
11576902,2.2478,3.5000
11577902,2.1417,3.5000
11578902,2.0391,3.5000
11579902,1.9570,3.5000
11580902,1.8886,3.5000
11581902,1.8167,3.5000
11582902,1.7449,3.5000
11583902,1.6901,3.5000
11584902,1.6388,3.5000
11585902,1.5943,3.5000
11586902,1.5704,3.5000
11587902,1.5533,3.5000
11588902,1.5464,3.5000
11589902,1.5396,3.5000
11595904,1.5567,3.5000
11596902,1.6012,3.5000
11597902,1.6491,3.5000
11598903,1.7038,3.5000
11599902,1.7551,3.5000
11600902,1.7791,3.5000
11601903,1.8475,3.5000
11602902,1.9330,3.5000
11603902,2.0152,3.5000
11604903,2.1041,3.5000
11605913,2.2341,3.5000
11606902,2.3231,3.5000
11607905,2.4052,3.5000
11608902,2.5249,3.5000
11609898,2.6652,3.5000
11610902,2.8157,3.5000
11611903,2.9184,3.5000
11612902,3.0758,3.5000
11613902,3.2502,3.5000
11614903,3.4282,3.5000
11615926,3.5000,3.5000
11686909,3.5000,3.4966
11690906,3.5000,3.4932
11715907,3.5000,3.4966
11717906,3.5000,3.5000
11752913,3.4966,3.5000
11753906,3.4795,3.5000
11754905,3.4487,3.5000
11755905,3.4213,3.5000
11756909,3.3939,3.5000
11757900,3.3666,3.5000
11758906,3.3392,3.5000
11759905,3.3084,3.5000
11760907,3.2845,3.5000
11761905,3.2639,3.5000
11762905,3.2468,3.5000
11763905,3.2400,3.5000
11764905,3.2297,3.5000
11765908,3.2263,3.5000
11766905,3.2229,3.5000
11770905,3.2195,3.5000
11775906,3.2229,3.5000
11776905,3.2297,3.5000
11777904,3.2434,3.5000
11778905,3.2605,3.5000
11779911,3.2879,3.5000
11780905,3.3152,3.5000
11781904,3.3495,3.5000
11782905,3.3871,3.5000
11783905,3.4247,3.5000
11784905,3.4726,3.5000
11785908,3.4966,3.5000
11786905,3.5000,3.5000
11848911,3.5000,3.4897
11849901,3.5000,3.4829
11850911,3.5000,3.4453
11851910,3.5000,3.3939
11852912,3.5000,3.3460
11853911,3.5000,3.3084
11854906,3.5000,3.2742
11855907,3.5000,3.2468
11856906,3.5000,3.2126
11857901,3.5000,3.1818
11858906,3.5000,3.1544
11859906,3.5000,3.1271
11860906,3.5000,3.1168
11861906,3.5000,3.0963
11862910,3.5000,3.0826
11863908,3.5000,3.0758
11864906,3.5000,3.0655
11865906,3.5000,3.0621
11872907,3.5000,3.0689
11873906,3.5000,3.0792
11874906,3.5000,3.0894
11875906,3.5000,3.1202
11876906,3.5000,3.1613
11877906,3.5000,3.2160
11878907,3.5000,3.2674
11879906,3.5000,3.3392
11880910,3.5000,3.4316
11881907,3.5000,3.5000
11883906,3.5000,3.4966
11884908,3.5000,3.4932
11903909,3.5000,3.5000
11927911,3.4966,3.5000
11928907,3.4589,3.5000
11929911,3.4213,3.5000
11930906,3.3597,3.5000
11931902,3.2947,3.5000
11932907,3.2297,3.5000
11933907,3.1544,3.5000
11934908,3.0997,3.5000
11935907,3.0108,3.5000
11936913,2.9252,3.5000
11937907,2.8363,3.5000
11938908,2.7405,3.5000
11939907,2.6652,3.5000
11940908,2.5591,3.5000
11941907,2.4497,3.5000
11942907,2.3436,3.5000
11943907,2.2341,3.5000
11944908,2.1554,3.5000
11945907,2.0323,3.5000
11946907,1.9194,3.5000
11947907,1.7996,3.5000
11948908,1.7107,3.5000
11949907,1.5978,3.5000
11950907,1.4746,3.5000
11951907,1.3514,3.5000
11952907,1.2556,3.5000
11953908,1.1838,3.5000
11954907,1.0709,3.5000
11955908,0.9819,3.5000
11956907,0.8998,3.5000
11957908,0.7972,3.5000
11958908,0.7253,3.5000
11959912,0.6740,3.5000
11960903,0.6193,3.5000
11961913,0.5987,3.5000
11962907,0.5440,3.5000
11963908,0.5269,3.5000
11964907,0.5029,3.5000
11967907,0.4961,3.5000
11969914,0.4892,3.5000
11974909,0.5029,3.5000
11975907,0.5200,3.5000
11976903,0.5303,3.5000
11977907,0.5577,3.5000
11978907,0.5919,3.5000
11979908,0.6056,3.5000
11980903,0.6569,3.5000
11981907,0.6911,3.5000
11982908,0.7458,3.5000
11983908,0.7972,3.5000
11984903,0.8519,3.5000
11985908,0.8793,3.5000
11986909,0.9648,3.5000
11987908,1.0264,3.5000
11988908,1.0914,3.5000
11989949,1.1530,3.5000
11990909,1.2522,3.5000
11991908,1.3240,3.5000
11992908,1.4267,3.5000
11993907,1.4917,3.5000
11994907,1.5875,3.5000
11995907,1.7107,3.5000
11996908,1.8201,3.5000
11997903,1.9501,3.5000
11998908,2.0323,3.5000
11999908,2.1588,3.5000
12000907,2.2923,3.5000
12001906,2.4394,3.5000
12002907,2.5283,3.5000
12003907,2.6720,3.5000
12004907,2.8157,3.5000
12005912,2.9800,3.5000
12006907,3.1510,3.5000
12007907,3.2468,3.5000
12008907,3.4213,3.5000
12009907,3.5000,3.5000
12060912,3.5000,3.4932
12061908,3.5000,3.4726
12062909,3.5000,3.4418
12063912,3.5000,3.4042
12064907,3.5000,3.3666
12065904,3.5000,3.3221
12066908,3.5000,3.2913
12067908,3.5000,3.2502
12068909,3.5000,3.2023
12069908,3.5000,3.1784
12070908,3.5000,3.1339
12071904,3.5000,3.0997
12072909,3.5000,3.0621
12073908,3.5000,3.0381
12074908,3.5000,3.0210
12075908,3.5000,3.0005
12076908,3.5000,2.9834
12077908,3.5000,2.9697
12078908,3.5000,2.9594
12079912,3.5000,2.9526
12080908,3.5000,2.9457
12081908,3.5000,2.9423
12087909,3.5000,2.9457
12088908,3.5000,2.9492
12089908,3.5000,2.9697
12090908,3.5000,2.9971
12091908,3.5000,3.0313
12092904,3.5000,3.0723
12093908,3.5000,3.1271
12094908,3.5000,3.1613
12095908,3.5000,3.2297
12096908,3.5000,3.3221
12097904,3.5000,3.4247
12098913,3.5000,3.5000
12146915,3.4897,3.5000
12147909,3.4795,3.5000
12148909,3.4316,3.5000
12149914,3.3837,3.5000
12150905,3.3358,3.5000
12151909,3.2879,3.5000
12152909,3.2263,3.5000
12153910,3.1647,3.5000
12154909,3.0929,3.5000
12155909,3.0279,3.5000
12156904,2.9663,3.5000
12157909,2.8773,3.5000
12158909,2.7986,3.5000
12159909,2.7063,3.5000
12160909,2.6241,3.5000
12161909,2.5455,3.5000
12162909,2.4428,3.5000
12163909,2.3436,3.5000
12164909,2.2410,3.5000
12165909,2.1691,3.5000
12166909,2.0630,3.5000
12167909,1.9536,3.5000
12168909,1.8509,3.5000
12169909,1.7312,3.5000
12170909,1.6628,3.5000
12171909,1.5396,3.5000
12172909,1.4233,3.5000
12173910,1.3104,3.5000
12174909,1.1838,3.5000
12175904,1.1051,3.5000
12176909,1.0264,3.5000
12177910,0.9272,3.5000
12178910,0.8416,3.5000
12179909,0.7390,3.5000
12180909,0.6808,3.5000
12181910,0.6124,3.5000
12182909,0.5440,3.5000
12183909,0.5064,3.5000
12184909,0.4790,3.5000
12185909,0.4482,3.5000
12186914,0.4379,3.5000
12187905,0.4277,3.5000
12192910,0.4379,3.5000
12193909,0.4619,3.5000
12194910,0.5166,3.5000
12195909,0.5645,3.5000
12196910,0.6329,3.5000
12197910,0.6843,3.5000
12198905,0.7561,3.5000
12199910,0.8245,3.5000
12200910,0.8998,3.5000
12201910,0.9580,3.5000
12202910,1.0469,3.5000
12203915,1.1461,3.5000
12204911,1.2556,3.5000
12205911,1.3959,3.5000
12206910,1.4746,3.5000
12207910,1.6149,3.5000
12208910,1.7825,3.5000
12209910,1.9228,3.5000
12210910,2.1041,3.5000
12211910,2.2170,3.5000
12212910,2.3847,3.5000
12213910,2.5694,3.5000
12214913,2.7473,3.5000
12215910,2.9321,3.5000
12216910,3.0518,3.5000
12217910,3.2366,3.5000
12218910,3.4316,3.5000
12219910,3.5000,3.5000
12267915,3.5000,3.4966
12268911,3.5000,3.4692
12269911,3.5000,3.4350
12270920,3.5000,3.3905
12271909,3.5000,3.3631
12272912,3.5000,3.3050
12273911,3.5000,3.2605
12274911,3.5000,3.2263
12275907,3.5000,3.1647
12276911,3.5000,3.1065
12277910,3.5000,3.0518
12278911,3.5000,2.9936
12279911,3.5000,2.9526
12280911,3.5000,2.8978
12281913,3.5000,2.8328
12282912,3.5000,2.7781
12283911,3.5000,2.7336
12284910,3.5000,2.6755
12285911,3.5000,2.6173
12286911,3.5000,2.5899
12287911,3.5000,2.5215
12288911,3.5000,2.4668
12289911,3.5000,2.4189
12290912,3.5000,2.3675
12291906,3.5000,2.3231
12292911,3.5000,2.2923
12293911,3.5000,2.2546
12294911,3.5000,2.2102
12295911,3.5000,2.1760
12296911,3.5000,2.1520
12297911,3.5000,2.1212
12298911,3.5000,2.1007
12299911,3.5000,2.0904
12300911,3.5000,2.0699
12301911,3.5000,2.0528
12302911,3.5000,2.0459
12304911,3.5000,2.0425
12307912,3.5000,2.0459
12308911,3.5000,2.0596
12309911,3.5000,2.0802
12310912,3.5000,2.0973
12311911,3.5000,2.1178
12312911,3.5000,2.1417
12313911,3.5000,2.1657
12314911,3.5000,2.1931
12315911,3.5000,2.2239
12316911,3.5000,2.2546
12317920,3.5000,2.2957
12318911,3.5000,2.3368
12319912,3.5000,2.3778
12320914,3.5000,2.4189
12321911,3.5000,2.4668
12322912,3.5000,2.5283
12323912,3.5000,2.5968
12324918,3.5000,2.6549
12325924,3.5000,2.7199
12326911,3.5000,2.8021
12327911,3.5000,2.9047
12328912,3.5000,2.9697
12329911,3.5000,3.0689
12330911,3.5000,3.1784
12331911,3.5000,3.2879
12332921,3.5000,3.3597
12333911,3.5000,3.4692
12334911,3.5000,3.5000
12379918,3.4932,3.5000
12380910,3.4863,3.5000
12381910,3.4453,3.5000
12382922,3.3974,3.5000
12383913,3.3495,3.5000
12384921,3.2776,3.5000
12385910,3.1921,3.5000
12386911,3.0963,3.5000
12387912,3.0279,3.5000
12388910,2.9150,3.5000
12389910,2.7918,3.5000
12390910,2.6652,3.5000
12391912,2.5078,3.5000
12392921,2.3915,3.5000
12393910,2.2341,3.5000
12394909,2.0562,3.5000
12395909,1.8680,3.5000
12396909,1.6764,3.5000
12397909,1.5293,3.5000
12398909,1.3309,3.5000
12399909,1.1290,3.5000
12400998,0.9340,3.5000
12401909,0.8074,3.5000
12402919,0.6124,3.5000
12403923,0.4140,3.5000
12404918,0.1848,3.5000
12405919,0.0650,3.5000
12406908,0.0000,3.5000
12439919,0.0411,3.5000
12440950,0.1095,3.5000
12441913,0.1882,3.5000
12442913,0.2737,3.5000
12443917,0.3832,3.5000
12444914,0.5303,3.5000
12445913,0.5953,3.5000
12446928,0.7527,3.5000
12447913,0.9340,3.5000
12448925,1.1085,3.5000
12449914,1.3069,3.5000
12450925,1.4267,3.5000
12451914,1.6388,3.5000
12452925,1.8441,3.5000
12453914,2.0562,3.5000
12454924,2.2752,3.5000
12455918,2.4189,3.5000
12456924,2.6378,3.5000
12457913,2.8671,3.5000
12458925,3.0997,3.5000
12459914,3.3358,3.5000
12460924,3.5000,3.5000
12507924,3.5000,3.4932
12508925,3.5000,3.4761
12509923,3.5000,3.4487
12510929,3.5000,3.4076
12511917,3.5000,3.3529
12512922,3.5000,3.2947
12513917,3.5000,3.2468
12514921,3.5000,3.1818
12515917,3.5000,3.1100
12516921,3.5000,3.0381
12517917,3.5000,2.9868
12518921,3.5000,2.9115
12519911,3.5000,2.8363
12520923,3.5000,2.7918
12521918,3.5000,2.7028
12522921,3.5000,2.6276
12523918,3.5000,2.5523
12524920,3.5000,2.5010
12525917,3.5000,2.4189
12526920,3.5000,2.3402
12527916,3.5000,2.2683
12528919,3.5000,2.2307
12529916,3.5000,2.1691
12530920,3.5000,2.1281
12531915,3.5000,2.0767
12532913,3.5000,2.0528
12533915,3.5000,2.0357
12534920,3.5000,2.0254
12535916,3.5000,2.0152
12541923,3.5000,2.0220
12542916,3.5000,2.0562
12543918,3.5000,2.0802
12544915,3.5000,2.1212
12545918,3.5000,2.1520
12546915,3.5000,2.1931
12547919,3.5000,2.2410
12548914,3.5000,2.2991
12549919,3.5000,2.3744
12550915,3.5000,2.4565
12551918,3.5000,2.5249
12552915,3.5000,2.6241
12553956,3.5000,2.7542
12554916,3.5000,2.8910
12555920,3.5000,2.9902
12556914,3.5000,3.1647
12557921,3.5000,3.3734
12558915,3.5000,3.5000
12594922,3.4897,3.5000
12595915,3.4726,3.5000
12596915,3.4384,3.5000
12597919,3.3837,3.5000
12598915,3.3289,3.5000
12599917,3.2605,3.5000
12600915,3.1989,3.5000
12601912,3.1134,3.5000
12602915,3.0142,3.5000
12603912,2.9115,3.5000
12604915,2.8055,3.5000
12605913,2.7165,3.5000
12606915,2.5934,3.5000
12607912,2.4565,3.5000
12608915,2.3231,3.5000
12609912,2.2170,3.5000
12610915,2.0767,3.5000
12611917,1.9262,3.5000
12612915,1.7688,3.5000
12613912,1.6183,3.5000
12614915,1.5293,3.5000
12615912,1.3891,3.5000
12616919,1.2419,3.5000
12617912,1.1153,3.5000
12618915,0.9819,3.5000
12619912,0.8861,3.5000
12620915,0.7972,3.5000
12621912,0.6911,3.5000
12622915,0.6227,3.5000
12623912,0.5543,3.5000
12624915,0.5029,3.5000
12625912,0.4619,3.5000
12626915,0.4379,3.5000
12627912,0.4277,3.5000
12629915,0.4174,3.5000
12632913,0.4242,3.5000
12633915,0.4345,3.5000
12634918,0.4961,3.5000
12635916,0.5406,3.5000
12636913,0.5850,3.5000
12637915,0.6569,3.5000
12638913,0.7082,3.5000
12639916,0.8006,3.5000
12640913,0.8724,3.5000
12641916,0.9751,3.5000
12642913,1.0674,3.5000
12643958,1.1564,3.5000
12644913,1.2761,3.5000
12645917,1.4130,3.5000
12646912,1.5499,3.5000
12647915,1.7072,3.5000
12648912,1.7996,3.5000
12649915,1.9570,3.5000
12650913,2.1315,3.5000
12651915,2.3128,3.5000
12652913,2.5078,3.5000
12653916,2.6378,3.5000
12654913,2.8568,3.5000
12655916,3.0758,3.5000
12656913,3.3152,3.5000
12657917,3.5000,3.5000
12691916,3.5000,3.4932
12692917,3.5000,3.4555
12693928,3.5000,3.4282
12694916,3.5000,3.3666
12695913,3.5000,3.3084
12696916,3.5000,3.2331
12697913,3.5000,3.1852
12698919,3.5000,3.1031
12699913,3.5000,3.0142
12700916,3.5000,2.9184
12701913,3.5000,2.8568
12702916,3.5000,2.7678
12703914,3.5000,2.6686
12704921,3.5000,2.5762
12705914,3.5000,2.5078
12706917,3.5000,2.4086
12707914,3.5000,2.3162
12708917,3.5000,2.2239
12709914,3.5000,2.1452
12710916,3.5000,2.0528
12711914,3.5000,1.9604
12712916,3.5000,1.8954
12713914,3.5000,1.7654
12714916,3.5000,1.6593
12715914,3.5000,1.5499
12716916,3.5000,1.4746
12717913,3.5000,1.3754
12718929,3.5000,1.2556
12719932,3.5000,1.1701
12720917,3.5000,1.0640
12721925,3.5000,0.9956
12722927,3.5000,0.8964
12723914,3.5000,0.8109
12724929,3.5000,0.7322
12725930,3.5000,0.6740
12726928,3.5000,0.6295
12727925,3.5000,0.5919
12728928,3.5000,0.5440
12729925,3.5000,0.4961
12733916,3.5000,0.5166
12734925,3.5000,0.5508
12735927,3.5000,0.5577
12736931,3.5000,0.5953
12737927,3.5000,0.6227
12738925,3.5000,0.6774
12739928,3.5000,0.7458
12740925,3.5000,0.8006
12741928,3.5000,0.8690
12742924,3.5000,0.9409
12743927,3.5000,1.0264
12744952,3.5000,1.1461
12745929,3.5000,1.2488
12746925,3.5000,1.3993
12747932,3.5000,1.4951
12748924,3.5000,1.6799
12749927,3.5000,1.8783
12750924,3.5000,2.0938
12751925,3.5000,2.2512
12752923,3.5000,2.5112
12753925,3.5000,2.7781
12754929,3.5000,2.9765
12755917,3.5000,3.2776
12756923,3.5000,3.5000
12793929,3.4966,3.5000
12794923,3.4932,3.5000
12795921,3.4555,3.5000
12796934,3.4110,3.5000
12797928,3.3631,3.5000
12798925,3.2845,3.5000
12799927,3.2058,3.5000
12800925,3.1065,3.5000
12801925,3.0073,3.5000
12802918,2.9321,3.5000
