# doubletapd trace v1
# travel_mm=3.5000
us,k1_mm,k2_mm
28944144,3.5000,3.1544
28945144,3.5000,3.1373
28946144,3.5000,3.1202
28947144,3.5000,3.1031
28948144,3.5000,3.0929
28949144,3.5000,3.0792
28950144,3.5000,3.0655
28951144,3.5000,3.0621
28952145,3.5000,3.0518
28953144,3.5000,3.0484
28954145,3.5000,3.0415
28955144,3.5000,3.0381
28956146,3.5000,3.0347
28959147,3.5000,3.0381
28960144,3.5000,3.0518
28961144,3.5000,3.0655
28962144,3.5000,3.0792
28963144,3.5000,3.0929
28964144,3.5000,3.1065
28965144,3.5000,3.1237
28966144,3.5000,3.1408
28967144,3.5000,3.1579
28968144,3.5000,3.1989
28969144,3.5000,3.2297
28970146,3.5000,3.2605
28971148,3.5000,3.3255
28972147,3.5000,3.3905
28973188,3.5000,3.4761
28974145,3.5000,3.5000
29027150,3.4932,3.5000
29028152,3.4863,3.5000
29029153,3.4555,3.5000
29030152,3.4316,3.5000
29031159,3.4008,3.5000
29032156,3.3597,3.5000
29033152,3.3152,3.5000
29034152,3.2776,3.5000
29035152,3.2400,3.5000
29036152,3.2092,3.5000
29037151,3.1716,3.5000
29038151,3.1271,3.5000
29039152,3.0963,3.5000
29040152,3.0621,3.5000
29041179,3.0279,3.5000
29042151,3.0005,3.5000
29043155,2.9629,3.5000
29044152,2.9218,3.5000
29045151,2.8910,3.5000
29046150,2.8671,3.5000
29047151,2.8397,3.5000
29048151,2.8123,3.5000
29049151,2.7781,3.5000
29050150,2.7507,3.5000
29051148,2.7268,3.5000
29052149,2.6926,3.5000
29053149,2.6686,3.5000
29054155,2.6378,3.5000
29055150,2.6207,3.5000
29056151,2.5865,3.5000
29057180,2.5694,3.5000
29058151,2.5523,3.5000
29059195,2.5249,3.5000
29060149,2.5044,3.5000
29061181,2.4907,3.5000
29062150,2.4668,3.5000
29063182,2.4531,3.5000
29064151,2.4360,3.5000
29065186,2.4326,3.5000
29066150,2.4257,3.5000
29067179,2.4223,3.5000
29068149,2.4189,3.5000
29075185,2.4223,3.5000
29076151,2.4360,3.5000
29077190,2.4462,3.5000
29078151,2.4633,3.5000
29079188,2.4907,3.5000
29080150,2.5249,3.5000
29081179,2.5694,3.5000
29082151,2.6105,3.5000
29083181,2.6515,3.5000
29084151,2.6994,3.5000
29085178,2.7644,3.5000
29086148,2.8328,3.5000
29087178,2.9081,3.5000
29088150,3.0005,3.5000
29089180,3.0518,3.5000
29090156,3.1442,3.5000
29091181,3.2400,3.5000
29092151,3.3426,3.5000
29093181,3.4658,3.5000
29094151,3.4966,3.5000
29095193,3.5000,3.5000
29148174,3.5000,3.4966
29149228,3.5000,3.4829
29150151,3.5000,3.4521
29151183,3.5000,3.4418
29152156,3.5000,3.3974
29153200,3.5000,3.3597
29154154,3.5000,3.3187
29155182,3.5000,3.2810
29156151,3.5000,3.2468
29157183,3.5000,3.2092
29158152,3.5000,3.1681
29159185,3.5000,3.1271
29160151,3.5000,3.0929
29161184,3.5000,3.0655
29162152,3.5000,3.0244
29163182,3.5000,2.9936
29164151,3.5000,2.9526
29165183,3.5000,2.9355
29166151,3.5000,2.8944
29167183,3.5000,2.8705
29168153,3.5000,2.8431
29169189,3.5000,2.8226
29170152,3.5000,2.8055
29171181,3.5000,2.7918
29172153,3.5000,2.7781
29173183,3.5000,2.7747
29174153,3.5000,2.7713
29175183,3.5000,2.7644
29176152,3.5000,2.7610
29177181,3.5000,2.7576
29182154,3.5000,2.7610
29183184,3.5000,2.7644
29184152,3.5000,2.7713
29185182,3.5000,2.7918
29186152,3.5000,2.8089
29187185,3.5000,2.8397
29188152,3.5000,2.8705
29189183,3.5000,2.8978
29190153,3.5000,2.9457
29191189,3.5000,2.9834
29192153,3.5000,3.0244
29193181,3.5000,3.0655
29194152,3.5000,3.1237
29195185,3.5000,3.1921
29196149,3.5000,3.2400
29197184,3.5000,3.3152
29198152,3.5000,3.4042
29199215,3.5000,3.5000
29257184,3.4932,3.5000
29258188,3.4863,3.5000
29259182,3.4624,3.5000
29260181,3.4316,3.5000
29261185,3.4008,3.5000
29262211,3.3734,3.5000
29263183,3.3460,3.5000
29264191,3.3187,3.5000
29265181,3.3050,3.5000
29266184,3.2845,3.5000
29267181,3.2674,3.5000
29268187,3.2502,3.5000
29269181,3.2366,3.5000
29270151,3.2263,3.5000
29271157,3.2092,3.5000
29272153,3.1955,3.5000
29273152,3.1852,3.5000
29274165,3.1818,3.5000
29275152,3.1716,3.5000
29276151,3.1681,3.5000
29277151,3.1647,3.5000
29278152,3.1613,3.5000
29286154,3.1647,3.5000
29287152,3.1716,3.5000
29288152,3.1955,3.5000
29289152,3.2126,3.5000
29290151,3.2297,3.5000
29291152,3.2537,3.5000
29292164,3.2810,3.5000
29293152,3.3050,3.5000
29294148,3.3221,3.5000
29295152,3.3529,3.5000
29296152,3.3871,3.5000
29297165,3.4282,3.5000
29298148,3.4692,3.5000
29299159,3.4966,3.5000
29300167,3.5000,3.5000
29449163,3.4966,3.5000
29450178,3.4726,3.5000
29451158,3.4350,3.5000
29452160,3.3939,3.5000
29453155,3.3597,3.5000
29454155,3.3118,3.5000
29455156,3.2639,3.5000
29456156,3.2160,3.5000
29457155,3.1647,3.5000
29458157,3.1202,3.5000
29459153,3.0723,3.5000
29460156,3.0176,3.5000
29461153,2.9731,3.5000
29462155,2.9286,3.5000
29463153,2.8842,3.5000
29464156,2.8397,3.5000
29465153,2.7884,3.5000
29466157,2.7336,3.5000
29467153,2.6857,3.5000
29468156,2.6618,3.5000
29469153,2.6070,3.5000
29470156,2.5591,3.5000
29471153,2.5078,3.5000
29472157,2.4668,3.5000
29473153,2.4326,3.5000
29474157,2.3983,3.5000
29475153,2.3675,3.5000
29476157,2.3436,3.5000
29477153,2.3128,3.5000
29478156,2.2820,3.5000
29479153,2.2615,3.5000
29480157,2.2512,3.5000
29481153,2.2307,3.5000
29482156,2.2273,3.5000
29483153,2.2239,3.5000
29489158,2.2273,3.5000
29490154,2.2410,3.5000
29491157,2.2649,3.5000
29492154,2.2991,3.5000
29493156,2.3265,3.5000
29494153,2.3607,3.5000
29495151,2.4120,3.5000
29496154,2.4565,3.5000
29497157,2.4907,3.5000
29498154,2.5420,3.5000
29499157,2.6070,3.5000
29500153,2.6720,3.5000
29501155,2.7542,3.5000
29502152,2.7918,3.5000
29503195,2.8739,3.5000
29504154,2.9663,3.5000
29505160,3.0587,3.5000
29506154,3.1237,3.5000
29507156,3.2263,3.5000
29508156,3.3358,3.5000
29509168,3.4521,3.5000
29510156,3.5000,3.5000
29573187,3.5000,3.4966
29574158,3.5000,3.4795
29575158,3.5000,3.4555
29576156,3.5000,3.4316
29577162,3.5000,3.4076
29578162,3.5000,3.3939
29579154,3.5000,3.3734
29580156,3.5000,3.3631
29581158,3.5000,3.3460
29582157,3.5000,3.3426
29583158,3.5000,3.3358
29586158,3.5000,3.3324
29588158,3.5000,3.3358
29589158,3.5000,3.3392
29590157,3.5000,3.3529
29591161,3.5000,3.3666
29592158,3.5000,3.3871
29593158,3.5000,3.4076
29594158,3.5000,3.4213
29595157,3.5000,3.4487
29596163,3.5000,3.4795
29597158,3.5000,3.5000
29645167,3.4966,3.5000
29646156,3.4761,3.5000
29647159,3.4418,3.5000
29648163,3.3939,3.5000
29649154,3.3358,3.5000
29650159,3.2776,3.5000
29651159,3.2126,3.5000
29652159,3.1305,3.5000
29653159,3.0381,3.5000
29654158,2.9457,3.5000
29655160,2.8397,3.5000
29656156,2.7576,3.5000
29657164,2.6447,3.5000
29658162,2.5181,3.5000
29659157,2.3983,3.5000
29660159,2.3231,3.5000
29661164,2.1828,3.5000
29662165,2.0562,3.5000
29663164,1.9262,3.5000
29664154,1.8167,3.5000
29665160,1.7072,3.5000
29666159,1.5670,3.5000
29667158,1.4472,3.5000
29668159,1.3309,3.5000
29669157,1.2077,3.5000
29670159,1.1325,3.5000
29671157,1.0367,3.5000
29672157,0.9374,3.5000
29673157,0.8485,3.5000
29674160,0.7595,3.5000
29675157,0.7014,3.5000
29676160,0.6500,3.5000
29677157,0.5714,3.5000
29678160,0.5406,3.5000
29679157,0.5064,3.5000
29680155,0.4824,3.5000
29681158,0.4790,3.5000
29682159,0.4721,3.5000
29683157,0.4550,3.5000
29687160,0.4687,3.5000
29688157,0.4927,3.5000
29689160,0.5166,3.5000
29690158,0.5577,3.5000
29691161,0.6500,3.5000
29692158,0.7322,3.5000
29693160,0.8177,3.5000
29694157,0.9203,3.5000
29695155,1.0196,3.5000
29696162,1.1530,3.5000
29697160,1.2796,3.5000
29698157,1.4198,3.5000
29699160,1.4985,3.5000
29700157,1.6662,3.5000
29701160,1.7996,3.5000
29702157,1.9262,3.5000
29703160,2.0665,3.5000
29704157,2.1486,3.5000
29705158,2.2786,3.5000
29706157,2.4086,3.5000
29707157,2.5318,3.5000
29708153,2.6652,3.5000
29709157,2.7507,3.5000
29710157,2.8876,3.5000
29711157,3.0244,3.5000
29712157,3.1579,3.5000
29713157,3.2502,3.5000
29714157,3.3939,3.5000
29715157,3.5000,3.5000
29767163,3.5000,3.4966
29768158,3.5000,3.4795
29769158,3.5000,3.4555
29770165,3.5000,3.4316
29771163,3.5000,3.4008
29772158,3.5000,3.3734
29773153,3.5000,3.3426
29774158,3.5000,3.3118
29775157,3.5000,3.2742
29776165,3.5000,3.2366
29777158,3.5000,3.1989
29778158,3.5000,3.1716
29779158,3.5000,3.1339
29780158,3.5000,3.0929
29781162,3.5000,3.0723
29782158,3.5000,3.0279
29783154,3.5000,2.9936
29784163,3.5000,2.9560
29785158,3.5000,2.9286
29786158,3.5000,2.9047
29787158,3.5000,2.8876
29788158,3.5000,2.8636
29789160,3.5000,2.8500
29790158,3.5000,2.8328
29791155,3.5000,2.8192
29792157,3.5000,2.8123
29793158,3.5000,2.7952
29794158,3.5000,2.7884
29795158,3.5000,2.7747
29796158,3.5000,2.7678
29797158,3.5000,2.7610
29799153,3.5000,2.7542
29805159,3.5000,2.7610
29806159,3.5000,2.7713
29807159,3.5000,2.7918
29808159,3.5000,2.8055
29809158,3.5000,2.8294
29810158,3.5000,2.8602
29811158,3.5000,2.8842
29812158,3.5000,2.9184
29813159,3.5000,2.9594
29814159,3.5000,3.0073
29815158,3.5000,3.0587
29816158,3.5000,3.0963
29817158,3.5000,3.1510
29818163,3.5000,3.2092
29819154,3.5000,3.2605
29820158,3.5000,3.3152
29821158,3.5000,3.3837
29822163,3.5000,3.4589
29823158,3.5000,3.5000
29953162,3.4966,3.5000
29954163,3.4795,3.5000
29955165,3.4418,3.5000
29956167,3.4076,3.5000
29957164,3.3803,3.5000
29958162,3.3426,3.5000
29959164,3.2913,3.5000
29960161,3.2366,3.5000
29961159,3.1818,3.5000
29962161,3.1373,3.5000
29963164,3.0894,3.5000
29964161,3.0347,3.5000
29965164,2.9868,3.5000
29966161,2.9389,3.5000
29967164,2.8876,3.5000
29968161,2.8534,3.5000
29969164,2.8021,3.5000
29970161,2.7644,3.5000
29971164,2.7234,3.5000
29972163,2.6823,3.5000
29973165,2.6549,3.5000
29974162,2.6241,3.5000
29975165,2.5831,3.5000
29976162,2.5455,3.5000
29977164,2.5181,3.5000
29978161,2.4941,3.5000
29979164,2.4702,3.5000
29980161,2.4394,3.5000
29981164,2.4257,3.5000
29982161,2.3983,3.5000
29983164,2.3812,3.5000
29984161,2.3573,3.5000
29985164,2.3402,3.5000
29986162,2.3368,3.5000
29987164,2.3231,3.5000
29988161,2.3128,3.5000
29989164,2.3025,3.5000
29990162,2.2991,3.5000
29991162,2.2957,3.5000
29997162,2.2923,3.5000
30001164,2.2957,3.5000
30002161,2.3094,3.5000
30003161,2.3299,3.5000
30004163,2.3504,3.5000
30005157,2.3812,3.5000
30006160,2.4154,3.5000
30007166,2.4497,3.5000
30008158,2.4907,3.5000
30009159,2.5386,3.5000
30010156,2.5934,3.5000
30011159,2.6378,3.5000
30012156,2.6652,3.5000
30013158,2.7268,3.5000
30014156,2.7815,3.5000
30015159,2.8431,3.5000
30016156,2.9081,3.5000
30017164,2.9492,3.5000
30018166,3.0176,3.5000
30019164,3.0860,3.5000
30020162,3.1613,3.5000
30021164,3.2092,3.5000
30022162,3.2947,3.5000
30023159,3.3700,3.5000
30024162,3.4589,3.5000
30025165,3.5000,3.5000
30096168,3.5000,3.4932
30097167,3.5000,3.4863
30098162,3.5000,3.4589
30099164,3.5000,3.4316
30100167,3.5000,3.4008
30101165,3.5000,3.3871
30102163,3.5000,3.3426
30103165,3.5000,3.3050
30104162,3.5000,3.2674
30105162,3.5000,3.2537
30106162,3.5000,3.2092
30107165,3.5000,3.1784
30108162,3.5000,3.1442
30109165,3.5000,3.1134
30110162,3.5000,3.0997
30111165,3.5000,3.0621
30112162,3.5000,3.0347
30113165,3.5000,3.0073
30114162,3.5000,2.9800
30115162,3.5000,2.9594
30116168,3.5000,2.9355
30117165,3.5000,2.9218
30118163,3.5000,2.8944
30119164,3.5000,2.8773
30120158,3.5000,2.8739
30121162,3.5000,2.8534
30122163,3.5000,2.8397
30123158,3.5000,2.8294
30124166,3.5000,2.8157
30125162,3.5000,2.8123
30126162,3.5000,2.8021
30127162,3.5000,2.7918
30128162,3.5000,2.7884
30129166,3.5000,2.7815
30131157,3.5000,2.7747
30132162,3.5000,2.7713
30134162,3.5000,2.7678
30143164,3.5000,2.7713
30144162,3.5000,2.7747
30145162,3.5000,2.7781
30146162,3.5000,2.7884
30147162,3.5000,2.7918
30148162,3.5000,2.7986
30149162,3.5000,2.8089
30153162,3.5000,2.8123
30156163,3.5000,2.8157
30161164,3.5000,2.8089
30162163,3.5000,2.8055
30163162,3.5000,2.7884
30164163,3.5000,2.7781
30165163,3.5000,2.7678
30166163,3.5000,2.7439
30167158,3.5000,2.7336
30168163,3.5000,2.7131
30169163,3.5000,2.6960
30170162,3.5000,2.6823
30171162,3.5000,2.6618
30172163,3.5000,2.6344
30173162,3.5000,2.6207
30174163,3.5000,2.6070
30175158,3.5000,2.5968
30176162,3.5000,2.5660
30177162,3.5000,2.5455
30178163,3.5000,2.5249
30179163,3.5000,2.5044
30180162,3.5000,2.4839
30181162,3.5000,2.4565
30182158,3.5000,2.4394
30183163,3.5000,2.4223
30184162,3.5000,2.4154
30185163,3.5000,2.3983
30186158,3.5000,2.3915
30187163,3.5000,2.3778
30188162,3.5000,2.3641
30189163,3.5000,2.3573
30190163,3.5000,2.3436
30191158,3.5000,2.3368
30192172,3.5000,2.3299
30193163,3.5000,2.3162
30194163,3.5000,2.3094
30195158,3.5000,2.3060
30196158,3.5000,2.2957
30197163,3.5000,2.2889
30198163,3.5000,2.2854
30199163,3.5000,2.2820
30202163,3.5000,2.2786
30203163,3.5000,2.2683
30204163,3.5000,2.2512
30205163,3.5000,2.2307
30206163,3.5000,2.2067
30207166,3.5000,2.1862
30208166,3.5000,2.1486
30209163,3.5000,2.1383
30210165,3.5000,2.0938
30211163,3.5000,2.0562
30212164,3.5000,2.0220
30213164,3.5000,1.9741
30214163,3.5000,1.9262
30215164,3.5000,1.8715
30216164,3.5000,1.8509
30217163,3.5000,1.7722
30218163,3.5000,1.7209
30219164,3.5000,1.6388
30220165,3.5000,1.5635
30221164,3.5000,1.4848
30222166,3.5000,1.4130
30223171,3.5000,1.3617
30224164,3.5000,1.2625
30225164,3.5000,1.1564
30226164,3.5000,1.0435
30227164,3.5000,0.9409
30228164,3.5000,0.8587
30229164,3.5000,0.7253
30230165,3.5000,0.6090
30231164,3.5000,0.4961
30232164,3.5000,0.3832
30233164,3.5000,0.2977
30234164,3.5000,0.1848
30235164,3.5000,0.0787
30236164,3.5000,0.0342
30237165,3.5000,0.0000
30261168,3.4966,0.0000
30262175,3.4761,0.0000
30263164,3.4555,0.0000
30264164,3.4316,0.0000
30265164,3.4145,0.0000
30266174,3.3871,0.0000
30267164,3.3529,0.0000
30268164,3.3187,0.0000
30269163,3.2776,0.0000
30270170,3.2434,0.0000
30271163,3.2023,0.0000
30272164,3.1613,0.0000
30273164,3.1065,0.0000
30274163,3.0518,0.0000
30275163,3.0073,0.0000
30276163,2.9697,0.0000
30277163,2.9115,0.0000
30278163,2.8534,0.0000
30279163,2.7952,0.0000
30280162,2.7473,0.0000
30281163,2.6960,0.0000
30282165,2.6310,0.0000
30283163,2.5797,0.0000
30284162,2.5147,0.0000
30285162,2.4462,0.0000
30286162,2.3881,0.0000
30287162,2.3299,0.0000
30288162,2.2683,0.0000
30289162,2.1999,0.0000
30290161,2.1315,0.0000
30291161,2.0630,0.0000
30292166,2.0117,0.0000
30293166,1.9433,0.0000
30294161,1.8578,0.0000
30295161,1.7859,0.0000
30296171,1.7004,0.0000
30297168,1.6388,0.0000
30298161,1.5772,0.0000
30299166,1.4917,0.0000
30300161,1.4096,0.0000
30301161,1.3377,0.0000
30302161,1.2454,0.0000
30303161,1.1735,0.0000
30304160,1.0914,0.0000
30305161,0.9922,0.0000
30306161,0.9340,0.0000
30307168,0.8382,0.0000
30308160,0.7527,0.0000
30309166,0.6740,0.0000
30310160,0.5816,0.0000
30311160,0.4892,0.0000
30312164,0.3935,0.0000
30313160,0.2771,0.0000
30314159,0.2053,0.0000
30315169,0.1197,0.0000
30316160,0.0890,0.0000
30317160,0.0787,0.0000
30319159,0.0650,0.0000
30320160,0.0479,0.0000
30323171,0.0000,0.0000
30324165,0.0000,0.0000
30503170,0.0000,0.0342
30564170,0.0000,0.0000
30565163,0.0000,0.0000
30899186,0.0411,0.0000
30900174,0.2737,0.0000
30901175,0.6500,0.0000
30902174,0.9956,0.0000
30903174,1.2864,0.0000
30904174,1.4746,0.0000
30905174,1.7928,0.0000
30906174,2.0870,0.0000
30907174,2.3881,0.0000
30908174,2.6994,0.0000
30909174,2.8978,0.0000
30910174,3.2092,0.0000
30911174,3.5000,0.0000
30926177,3.5000,0.0000
30927178,3.5000,0.0000
30931175,3.5000,0.0000
30934175,3.5000,0.0000
30935174,3.5000,0.0000
30936174,3.5000,0.0000
30937174,3.5000,0.0000
30938174,3.5000,0.0000
30972180,3.5000,0.0479
30973180,3.5000,0.0924
30974175,3.5000,0.1163
30975177,3.5000,0.2087
30976175,3.5000,0.2634
30977175,3.5000,0.3524
30978175,3.5000,0.4619
30979175,3.5000,0.5371
30980175,3.5000,0.6672
30981175,3.5000,0.8177
30982175,3.5000,0.9717
30983175,3.5000,1.1530
30984175,3.5000,1.2796
30985175,3.5000,1.4746
30986175,3.5000,1.7004
30987175,3.5000,1.8680
30988175,3.5000,2.0973
30989175,3.5000,2.3539
30990170,3.5000,2.6241
30991179,3.5000,2.7986
30992175,3.5000,3.0860
30993175,3.5000,3.3803
30994171,3.5000,3.5000
31117182,3.4966,3.5000
31118176,3.4795,3.5000
31119178,3.4521,3.5000
31120177,3.4282,3.5000
31121181,3.4145,3.5000
31122171,3.3905,3.5000
31123176,3.3631,3.5000
31124176,3.3495,3.5000
31125175,3.3221,3.5000
31126176,3.3016,3.5000
31127175,3.2810,3.5000
31128176,3.2639,3.5000
31129175,3.2468,3.5000
31130171,3.2195,3.5000
31131176,3.2126,3.5000
31132182,3.1818,3.5000
31133177,3.1681,3.5000
31134179,3.1476,3.5000
31135178,3.1271,3.5000
31136178,3.1031,3.5000
31137174,3.0860,3.5000
31138183,3.0689,3.5000
31139179,3.0518,3.5000
31140179,3.0279,3.5000
31141174,3.0039,3.5000
31142178,2.9765,3.5000
31143179,2.9594,3.5000
31144179,2.9321,3.5000
31145179,2.9081,3.5000
31146179,2.8773,3.5000
31147178,2.8636,3.5000
31148179,2.8431,3.5000
31149184,2.8192,3.5000
31150179,2.8021,3.5000
31151179,2.7918,3.5000
31152179,2.7781,3.5000
31153176,2.7644,3.5000
31154185,2.7610,3.5000
31155179,2.7576,3.5000
31160182,2.7542,3.5000
31176179,2.7576,3.5000
31177182,2.7644,3.5000
31178177,2.7747,3.5000
31179180,2.7986,3.5000
31180177,2.8089,3.5000
31181180,2.8397,3.5000
31182177,2.8602,3.5000
31183180,2.8876,3.5000
31184177,2.9218,3.5000
31185180,2.9663,3.5000
31186177,3.0073,3.5000
31187180,3.0279,3.5000
31188179,3.0826,3.5000
31189180,3.1271,3.5000
31190177,3.1784,3.5000
31191181,3.2126,3.5000
31192177,3.2639,3.5000
31193182,3.3255,3.5000
31194178,3.3734,3.5000
31195181,3.4418,3.5000
31196188,3.4726,3.5000
31197180,3.5000,3.5000
31293184,3.5000,3.4932
31294184,3.5000,3.4829
31295179,3.5000,3.4692
31296182,3.5000,3.4453
31297186,3.5000,3.4213
31298182,3.5000,3.4145
31299183,3.5000,3.3768
31300182,3.5000,3.3495
31301179,3.5000,3.3152
31302182,3.5000,3.2810
31303179,3.5000,3.2639
31304182,3.5000,3.2229
31305179,3.5000,3.1784
31306182,3.5000,3.1442
31307179,3.5000,3.1031
31308187,3.5000,3.0723
31309186,3.5000,3.0313
31310183,3.5000,2.9800
31311179,3.5000,2.9355
31312182,3.5000,2.9013
31313179,3.5000,2.8500
31314181,3.5000,2.8055
31315186,3.5000,2.7507
31316184,3.5000,2.7131
31317179,3.5000,2.6618
31318182,3.5000,2.6070
31319179,3.5000,2.5694
31320182,3.5000,2.5215
31321186,3.5000,2.4565
31322184,3.5000,2.4120
31323179,3.5000,2.3539
31324184,3.5000,2.3060
31325179,3.5000,2.2717
31326184,3.5000,2.2170
31327179,3.5000,2.1828
31328183,3.5000,2.1212
31329185,3.5000,2.0733
31330182,3.5000,2.0254
31331182,3.5000,2.0049
31332181,3.5000,1.9536
31333182,3.5000,1.9022
31334181,3.5000,1.8646
31335182,3.5000,1.8304
31336181,3.5000,1.7859
31337181,3.5000,1.7449
31338182,3.5000,1.7278
31339182,3.5000,1.6935
31340187,3.5000,1.6354
31341182,3.5000,1.6012
31342181,3.5000,1.5738
31343181,3.5000,1.5156
31344177,3.5000,1.4951
31345186,3.5000,1.4472
31346182,3.5000,1.4164
31347182,3.5000,1.3719
31348182,3.5000,1.3377
31349181,3.5000,1.3275
31350182,3.5000,1.2796
31351182,3.5000,1.2248
31352182,3.5000,1.1975
31353178,3.5000,1.1667
31354182,3.5000,1.1427
31355252,3.5000,1.1119
31356179,3.5000,1.0982
31357255,3.5000,1.0640
31358183,3.5000,1.0367
31360251,3.5000,1.0196
31361182,3.5000,1.0093
31362251,3.5000,0.9956
31364182,3.5000,0.9853
31370261,3.5000,0.9888
31371183,3.5000,0.9956
31374222,3.5000,0.9990
31375178,3.5000,1.0093
31376255,3.5000,1.0230
31377182,3.5000,1.0435
31378252,3.5000,1.0674
31379184,3.5000,1.1085
31380249,3.5000,1.1393
31381182,3.5000,1.1598
31382182,3.5000,1.2043
31383182,3.5000,1.2522
31384182,3.5000,1.2933
31385182,3.5000,1.3514
31386182,3.5000,1.3925
31387178,3.5000,1.4404
31388185,3.5000,1.4985
31389185,3.5000,1.5738
31390182,3.5000,1.6457
31391217,3.5000,1.7107
31392181,3.5000,1.7654
31393183,3.5000,1.8475
31394182,3.5000,1.9467
31395184,3.5000,2.0528
31396181,3.5000,2.1315
31397184,3.5000,2.2546
31398181,3.5000,2.3983
31399185,3.5000,2.5591
31400181,3.5000,2.6755
31401184,3.5000,2.8671
31402198,3.5000,3.0860
31403183,3.5000,3.2468
31404183,3.5000,3.4932
31405184,3.5000,3.5000
31508192,3.4932,3.5000
31509186,3.4829,3.5000
31510185,3.4487,3.5000
31511183,3.4247,3.5000
31512189,3.3905,3.5000
31513183,3.3563,3.5000
31514185,3.3221,3.5000
31515183,3.2913,3.5000
31516185,3.2639,3.5000
31517183,3.2297,3.5000
31518185,3.2058,3.5000
31519184,3.1784,3.5000
31520185,3.1647,3.5000
31521184,3.1476,3.5000
31522186,3.1271,3.5000
31523184,3.1168,3.5000
31524185,3.1031,3.5000
31525184,3.0894,3.5000
31526185,3.0826,3.5000
31527195,3.0758,3.5000
31528187,3.0655,3.5000
31529184,3.0587,3.5000
31530185,3.0552,3.5000
31531187,3.0484,3.5000
31532196,3.0450,3.5000
31540203,3.0518,3.5000
31541189,3.0587,3.5000
31542196,3.0689,3.5000
31543185,3.0929,3.5000
31544184,3.1168,3.5000
31545185,3.1476,3.5000
31546184,3.1852,3.5000
31547187,3.2366,3.5000
31548196,3.2571,3.5000
31549185,3.3050,3.5000
31550184,3.3597,3.5000
31551186,3.4145,3.5000
31552225,3.4829,3.5000
31553193,3.5000,3.5000
31648198,3.5000,3.4932
31649190,3.5000,3.4863
31650187,3.5000,3.4624
31651189,3.5000,3.4384
31652182,3.5000,3.4213
31653191,3.5000,3.4145
31654187,3.5000,3.3803
31655182,3.5000,3.3597
31656189,3.5000,3.3324
31657180,3.5000,3.3050
31658189,3.5000,3.2845
31659192,3.5000,3.2776
31660190,3.5000,3.2502
31661185,3.5000,3.2366
31662189,3.5000,3.2229
31663184,3.5000,3.2058
31664187,3.5000,3.1955
31665185,3.5000,3.1921
31666187,3.5000,3.1784
31667191,3.5000,3.1716
31668188,3.5000,3.1681
31669191,3.5000,3.1613
31670191,3.5000,3.1579
31671185,3.5000,3.1510
31673188,3.5000,3.1476
31675186,3.5000,3.1442
31680189,3.5000,3.1476
31681185,3.5000,3.1544
31682188,3.5000,3.1613
31683185,3.5000,3.1647
31684188,3.5000,3.1784
31685185,3.5000,3.1818
31686183,3.5000,3.1955
31687185,3.5000,3.2160
31688185,3.5000,3.2400
31689185,3.5000,3.2776
31690185,3.5000,3.3187
31691185,3.5000,3.3597
31692185,3.5000,3.3905
31693185,3.5000,3.4384
31694193,3.5000,3.4897
31695186,3.5000,3.5000
31906188,3.5000,3.4966
31907185,3.5000,3.4692
31908191,3.5000,3.4316
31909226,3.5000,3.4145
31910190,3.5000,3.3666
31911183,3.5000,3.3221
31912183,3.5000,3.2742
31913192,3.5000,3.2434
31914184,3.5000,3.1818
31915183,3.5000,3.1408
31916183,3.5000,3.0826
31917184,3.5000,3.0552
31918192,3.5000,2.9936
31919186,3.5000,2.9492
31920188,3.5000,2.8978
31921184,3.5000,2.8705
31922190,3.5000,2.8157
31923184,3.5000,2.7644
31924189,3.5000,2.7234
31925184,3.5000,2.6857
31926187,3.5000,2.6413
31927184,3.5000,2.6105
31928188,3.5000,2.5728
31929184,3.5000,2.5420
31930187,3.5000,2.4976
31931196,3.5000,2.4668
31932187,3.5000,2.4326
31933184,3.5000,2.4120
31934187,3.5000,2.3710
31935185,3.5000,2.3402
31936187,3.5000,2.3196
31937184,3.5000,2.2889
31938191,3.5000,2.2649
31939185,3.5000,2.2410
31940184,3.5000,2.2170
31941184,3.5000,2.1999
31942184,3.5000,2.1862
31943184,3.5000,2.1760
31944184,3.5000,2.1588
31945184,3.5000,2.1554
31946184,3.5000,2.1246
31948184,3.5000,2.1178
31950187,3.5000,2.1144
31951184,3.5000,2.1109
31952190,3.5000,2.1075
31954190,3.5000,2.1041
31959186,3.5000,2.1075
31960184,3.5000,2.1109
31961192,3.5000,2.1144
31962184,3.5000,2.1281
31963184,3.5000,2.1349
31964184,3.5000,2.1520
31965194,3.5000,2.1623
31966184,3.5000,2.1896
31967196,3.5000,2.2067
31968185,3.5000,2.2307
31969195,3.5000,2.2512
31970186,3.5000,2.2820
31971196,3.5000,2.3060
31972184,3.5000,2.3402
31973202,3.5000,2.3675
31974202,3.5000,2.4052
31975198,3.5000,2.4462
31976198,3.5000,2.4839
31977188,3.5000,2.5386
31978203,3.5000,2.6036
31979202,3.5000,2.6823
31980197,3.5000,2.7336
31981202,3.5000,2.8294
31982197,3.5000,2.9355
31983197,3.5000,3.0518
31984197,3.5000,3.1305
31985191,3.5000,3.2742
31986198,3.5000,3.4316
31987197,3.5000,3.5000
32081200,3.4966,3.5000
32082192,3.4932,3.5000
32083192,3.4624,3.5000
32084192,3.4350,3.5000
32085196,3.4076,3.5000
32086192,3.3803,3.5000
